batch_id,name,model,tuned,dataset,prompt,score,generated,model_top_score,human_top_score,gen_id,annotated,relevance,readability,grammaticality,non-redundancy,kid-friendly
16,baseline,facebook/opt-350m,False,,"""There's no going back now Mr. Brandon, what should we do?"" Penny asked desperately.",0.002175703,"""There's no going back now Mr. Brandon, what should we do?"" Penny asked desperately.  Brandon told her to take a step back. ""I'm sorry Penny but I can't let you continue this."" ""I understand."" She said. She looked at Brandon who was standing in front of her. Penny turned to look at",False,True,75,True,7,7,7,5,7
16,baseline,facebook/opt-350m,False,,"""There's no going back now Mr. Brandon, what should we do?"" Penny asked desperately.",0.034245629,"""There's no going back now Mr. Brandon, what should we do?"" Penny asked desperately.  ""I don't know. I think we could just walk away from this place, but that's not an option. What do we have to do to get away? We can just go back to our place and do whatever."" P",True,False,77,True,6,7,7,5,3
17,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"The ugly duckling left home to look for a place where he belonged. He came across some other birds, but they didn't want to be friends with such an odd looking duckling.",0.000151425,"They didn't want to be friends with him, and he had always been afraid of him.",True,False,80,True,5,4,6,3,6
17,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"The ugly duckling left home to look for a place where he belonged. He came across some other birds, but they didn't want to be friends with such an odd looking duckling.",4.65e-05,"""I don't want to be a friend to the duckling,"" said one of them.",False,True,84,True,7,6,5,4,5
18,opt_s3,opt-350m-s3-finetuned,True,s3,"The ugly duckling left home to look for a place where he belonged. He came across some other birds, but they didn't want to be friends with such an odd looking duckling.",6.86e-05,"The ugly duckling left home to look for a place where he belonged. He came across some other birds, but they didn't want to be friends with such an odd looking duckling. ""I wonder what it is,"" he thought. Next day he went out hunting and saw a duck on the water.   And so he asked the duck, and the little duck told him all about it.”",False,True,88,True,4,3,3,4,4
18,opt_s3,opt-350m-s3-finetuned,True,s3,"The ugly duckling left home to look for a place where he belonged. He came across some other birds, but they didn't want to be friends with such an odd looking duckling.",0.00623725,"The ugly duckling left home to look for a place where he belonged. He came across some other birds, but they didn't want to be friends with such an odd looking duckling. So he asked them, ""What do you think of me, my dear?"" and they said, ""'Tis a lovely evening; let us go and see the ducks; they will be there by-and-by."" ",True,False,89,True,5,3,3,3,4
19,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"The ugly duckling left home to look for a place where he belonged. He came across some other birds, but they didn't want to be friends with such an odd looking duckling.",0.979024291,"One of them said to the other : "" I don ' t know what I should like to do with a duck.",False,True,92,True,6,5,3,4,5
19,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"The ugly duckling left home to look for a place where he belonged. He came across some other birds, but they didn't want to be friends with such an odd looking duckling.",0.999848425,"One of them said to the other : "" I don ' t know what to do. """,True,False,94,True,5,6,6,3,5
20,baseline,facebook/opt-350m,False,,"The ugly duckling left home to look for a place where he belonged. He came across some other birds, but they didn't want to be friends with such an odd looking duckling.",0.004107283,"The ugly duckling left home to look for a place where he belonged. He came across some other birds, but they didn't want to be friends with such an odd looking duckling.  ""When I first saw the duck, it looked very strange,"" the bird says. ""And I wondered what it was doing out there."" But it wasn't long before it found a good home with a local bird house, where it",True,True,99,True,6,5,5,5,5
21,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"""How to kill a mockingbird?"" she asked herself with a languid smile.",0.000143385,"""I can't kill a mockingbird.",True,False,102,True,7,5,4,5,5
21,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"""How to kill a mockingbird?"" she asked herself with a languid smile.",3.32e-05,"""I have been trying for a long time,"" she said.",False,True,104,True,7,7,7,5,3
22,opt_s3,opt-350m-s3-finetuned,True,s3,"""How to kill a mockingbird?"" she asked herself with a languid smile.",0.030465925,"""How to kill a mockingbird?"" she asked herself with a languid smile. ""How should I do it? I am very little acquainted with birds, and I could not even guess what she was like.” “If I had known what you were like I should have had the pleasure of seeing",True,False,108,True,5,3,3,4,4
22,opt_s3,opt-350m-s3-finetuned,True,s3,"""How to kill a mockingbird?"" she asked herself with a languid smile.",1.4e-08,"""How to kill a mockingbird?"" she asked herself with a languid smile. ""I don't know, but it's got to be done somehow,"" said the old man, with his rusty old glasses on his face. Then he knitted and drew his pipe out of his pocket and rubbed his forehead with it.",False,True,109,True,7,5,5,7,6
23,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"""How to kill a mockingbird?"" she asked herself with a languid smile.",0.880863249,""" I don ' t know what to do, "" she replied.",True,True,114,True,4,4,5,4,4
24,baseline,facebook/opt-350m,False,,"""How to kill a mockingbird?"" she asked herself with a languid smile.",0.010164252,"""How to kill a mockingbird?"" she asked herself with a languid smile.  ""What do you mean?"" I asked. ""What's so funny about the mockingbirds? What's the difference?"" I think it's hilarious, and it also made her laugh. I thought it was hilarious that she was sending me",True,False,115,True,5,3,4,3,7
24,baseline,facebook/opt-350m,False,,"""How to kill a mockingbird?"" she asked herself with a languid smile.",0.001423546,"""How to kill a mockingbird?"" she asked herself with a languid smile.  ""I'm not sure I know what you're asking,"" he said with no obvious reply. ""But I'll tell you what I'm gonna tell ya."" She nodded. She'd never heard him say that before. The fact that",False,True,118,True,4,3,6,3,7
25,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Many many years ago, a priness was held captive by a dragon in the tallest tower of the kingdom.",0.000202097,"The dragon was in great rage, and the priness had to be killed before the King.",True,False,122,True,7,5,4,5,3
25,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Many many years ago, a priness was held captive by a dragon in the tallest tower of the kingdom.",0.000139989,"And the dragon seized her and gnawed her heart with a comb, and the priness fell to the ground with great pain.",False,True,124,True,7,5,6,6,2
26,opt_s3,opt-350m-s3-finetuned,True,s3,"Many many years ago, a priness was held captive by a dragon in the tallest tower of the kingdom.",0.009371374,"Many many years ago, a priness was held captive by a dragon in the tallest tower of the kingdom. It was said that the Princess, when she heard of this, was terrified, and would not come out of her room for fear of losing it; and so the dragon had to be carried to the castle, where he was kept in such wretchedness",True,False,126,True,5,3,3,4,4
26,opt_s3,opt-350m-s3-finetuned,True,s3,"Many many years ago, a priness was held captive by a dragon in the tallest tower of the kingdom.",0.003626383,"Many many years ago, a priness was held captive by a dragon in the tallest tower of the kingdom. The king ordered all the dragons in his dominions to be killed. When the dragon had been killed, the king said to his daughter, “Now I have a son, who will be a great king, and will rule over us all.",False,True,129,True,7,5,3,4,3
27,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Many many years ago, a priness was held captive by a dragon in the tallest tower of the kingdom.",1.096862793,"It was a beautiful palace, built of marble, and was built in the style of a king ' s palace.",False,True,130,True,5,4,5,3,5
27,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Many many years ago, a priness was held captive by a dragon in the tallest tower of the kingdom.",1.141591907,"It was a beautiful palace, built of marble, and was built in the shape of a king ' s hall.",True,False,134,True,6,4,4,3,7
28,baseline,facebook/opt-350m,False,,"Many many years ago, a priness was held captive by a dragon in the tallest tower of the kingdom.",0.018589007,"Many many years ago, a priness was held captive by a dragon in the tallest tower of the kingdom. He had no idea what he was doing, so when the dragon saw that a small dragon had taken possession of it, he decided to try his luck on a new and improved dragon. The dragon took the prryly away, but he learned that",True,False,138,True,4,1,5,1,7
28,baseline,facebook/opt-350m,False,,"Many many years ago, a priness was held captive by a dragon in the tallest tower of the kingdom.",0.018095322,"Many many years ago, a priness was held captive by a dragon in the tallest tower of the kingdom. It was a little girl who had been abducted from a nearby village. She was wearing nothing but a white robe and her mother had a sword in her hand, but the dragon had drawn a dagger and shot it into the air. The little princess was",False,True,139,True,7,4,5,6,7
29,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,There's only one way of getting to the king's planet and it is not using a rocket as you'd expect.,0.000363114,Then you can take the rocket and jump to the king's place.,True,False,140,True,7,7,5,4,6
29,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,There's only one way of getting to the king's planet and it is not using a rocket as you'd expect.,0.00023408,"It's only one way that you can get there, and you must be careful when you go, for you don't know where you are going.",False,True,144,True,6,5,3,3,5
30,opt_s3,opt-350m-s3-finetuned,True,s3,There's only one way of getting to the king's planet and it is not using a rocket as you'd expect.,0.000115971,"There's only one way of getting to the king's planet and it is not using a rocket as you'd expect. You must first find out where the Sun sleeps. It's a hard world, and there's no knowing what may happen before you get to him.” “Where is he now?“ Save him, save him",True,True,149,True,5,3,4,4,4
31,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,There's only one way of getting to the king's planet and it is not using a rocket as you'd expect.,1.136630297,It ' s a very long way to get to the capital.,True,True,154,True,3,6,6,4,4
32,baseline,facebook/opt-350m,False,,There's only one way of getting to the king's planet and it is not using a rocket as you'd expect.,0.043878827,"There's only one way of getting to the king's planet and it is not using a rocket as you'd expect.  A rocket will kill you if it lands on the planet you're trying to reach, and you'll die before getting there.",True,True,155,True,7,5,5,4,3
33,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,I have no idea how to start a story.,0.000181425,"I have never read a book in my life, but I can tell stories.",False,True,161,True,3,6,6,5,5
33,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,I have no idea how to start a story.,0.000258699,I do not know how to start a story.,True,False,163,True,5,5,5,1,5
34,opt_s3,opt-350m-s3-finetuned,True,s3,I have no idea how to start a story.,0.014914982,"I have no idea how to start a story. That is why I am here.” He took a chair, and sat with his back against the wall, looking at it with an expression of anxious curiosity, which was hardly less keen now that he knew what it was to be in a hurry",True,False,165,True,4,3,4,4,5
34,opt_s3,opt-350m-s3-finetuned,True,s3,I have no idea how to start a story.,0.000848345,"I have no idea how to start a story. I have only begun, and it will surely be a long while before it is finished. You are quite right in your opinion, for there is a great difference between a fairy tale and a true story, but it’s better for me to",False,True,168,True,3,3,4,4,4
35,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,I have no idea how to start a story.,1.077811599,It ' s all very well.,False,True,171,True,3,5,4,4,4
35,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,I have no idea how to start a story.,16.48483849,,True,False,174,True,1,1,1,1,1
36,baseline,facebook/opt-350m,False,,I have no idea how to start a story.,0.009781299,"I have no idea how to start a story. How do you do it exactly? I have a 2.5 year old daughter, and I'm having a hard time trying to get her to believe in stories. I want to tell her a fairy tale, but I don't know how. ",False,True,177,True,3,3,6,5,3
36,baseline,facebook/opt-350m,False,,I have no idea how to start a story.,0.020205634,"I have no idea how to start a story. You just have to sit back, relax and wait for it to come to life.",True,False,178,True,7,7,7,7,7
37,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"From all the mice in the kingdom, only one was able to save the princess, Kratos.",9.6e-05,"The mouse was the only one who could save the Princess, and he was a brave one.",True,False,182,True,7,5,5,3,7
37,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"From all the mice in the kingdom, only one was able to save the princess, Kratos.",4.3e-05,"One day, when the mouse was sitting in a corner on sand, he heard the roaring of crows.",False,True,183,True,7,5,6,6,6
38,opt_s3,opt-350m-s3-finetuned,True,s3,"From all the mice in the kingdom, only one was able to save the princess, Kratos.",0.01251936,"From all the mice in the kingdom, only one was able to save the princess, Kratos. He was a brave man, but he had no heart for fighting. One night he was playing with some other mice, and one of them said to him: ""You are the only man in our world who can help us to get back our princess",True,True,186,True,6,6,6,4,6
39,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"From all the mice in the kingdom, only one was able to save the princess, Kratos.",0.925190628,She was the queen of the island of Blefuscu.,False,True,190,True,5,6,6,6,5
39,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"From all the mice in the kingdom, only one was able to save the princess, Kratos.",1.372946143,She was a queen.,True,False,194,True,4,6,6,6,6
40,baseline,facebook/opt-350m,False,,"From all the mice in the kingdom, only one was able to save the princess, Kratos.",0.003197231,"From all the mice in the kingdom, only one was able to save the princess, Kratos. He saved her, not the world.  And that princess was his mother.",False,True,196,True,5,6,6,4,7
40,baseline,facebook/opt-350m,False,,"From all the mice in the kingdom, only one was able to save the princess, Kratos.",0.010486165,"From all the mice in the kingdom, only one was able to save the princess, Kratos. That was my favorite part of the movie. I love it.",True,False,199,True,1,5,5,5,5
41,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"On Thursday, when Imogene woke up, she found she had grown antlers.",0.000234339,"I am glad that she did it, for I never saw such an antler before.",True,False,200,True,4,5,4,4,4
41,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"On Thursday, when Imogene woke up, she found she had grown antlers.",0.000105108,"Then she grew them, and when the day was over, she took off the antlers and hid them under the twigs.",False,True,203,True,6,3,6,4,6
42,opt_s3,opt-350m-s3-finetuned,True,s3,"On Thursday, when Imogene woke up, she found she had grown antlers.",0.006525744,"On Thursday, when Imogene woke up, she found she had grown antlers. Her antles were all pulled out and the leaves were torn off, and there was nothing left. ""It is a great misfortune,"" she said to herself.  Next morning, at dawn, the Princess and her brothers went to the",True,False,206,True,6,3,5,5,5
42,opt_s3,opt-350m-s3-finetuned,True,s3,"On Thursday, when Imogene woke up, she found she had grown antlers.",0.000127932,"On Thursday, when Imogene woke up, she found she had grown antlers. She was very proud of them, and wondered how she could ever have done it. Then she said to her sisters, ""I must go out into the world and see if I can make friends, for I am very unhappy in this jungle.""",False,True,208,True,6,6,6,6,7
43,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"On Thursday, when Imogene woke up, she found she had grown antlers.",1.182222486,It was a long time since she had seen them.,False,True,210,True,4,6,3,4,5
43,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"On Thursday, when Imogene woke up, she found she had grown antlers.",1.323172212,"It was a long, long time since she had been in her nest.",True,False,214,True,2,4,3,4,4
44,baseline,facebook/opt-350m,False,,"On Thursday, when Imogene woke up, she found she had grown antlers.",0.004915233,"On Thursday, when Imogene woke up, she found she had grown antlers. She was terrified, and then she discovered that her hair was a bit longer than normal, too. And she thought, ""Oh, I can't do that. I'm not that kind of animal. This one isn't going to do it.""",True,False,218,True,6,5,6,6,7
44,baseline,facebook/opt-350m,False,,"On Thursday, when Imogene woke up, she found she had grown antlers.",0.001647118,"On Thursday, when Imogene woke up, she found she had grown antlers.  “I’ve always been fascinated with the antler growth process,” she said. “It‘s so fascinating. I„ve never seen it grow that quickly.‚‰› ",False,True,219,True,7,5,4,5,7
45,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"First, let me get something straight: this is a journal, not a diary.",0.000193396,It is written in the same syllables as the pages of a Bible.,False,True,221,True,6,4,3,5,5
45,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"First, let me get something straight: this is a journal, not a diary.",0.000224497,I want you to see what you are writing.”,True,False,223,True,5,4,4,4,4
46,opt_s3,opt-350m-s3-finetuned,True,s3,"First, let me get something straight: this is a journal, not a diary.",2.63e-08,"First, let me get something straight: this is a journal, not a diary. Second, I must admit that I sometimes think of writing to you, and of waiting for you to reply. But, as I have said before, it was not in my nature to be expected to do anything which was of any consequence.",False,True,227,True,5,5,5,5,5
46,opt_s3,opt-350m-s3-finetuned,True,s3,"First, let me get something straight: this is a journal, not a diary.",0.006645786,"First, let me get something straight: this is a journal, not a diary. It is not so much that I am a philosopher, or that my ideas are philosophical, as that, being a young man, I have a little experience of the world, and am able to make wise statements. I can even say that what I",True,False,228,True,3,2,4,4,4
47,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"First, let me get something straight: this is a journal, not a diary.",1.293171287,It ’ s a good book.,False,True,232,True,6,6,6,4,4
47,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"First, let me get something straight: this is a journal, not a diary.",16.38044739,,True,False,234,True,1,1,1,1,1
48,baseline,facebook/opt-350m,False,,"First, let me get something straight: this is a journal, not a diary.",0.005268957,"First, let me get something straight: this is a journal, not a diary. This isn't a news report. And there's no need for that.  I can admit that I was surprised when I first started reading this and realized that, for some reason, I didn't understand. It was really obvious that it was",False,True,237,True,4,5,6,5,7
48,baseline,facebook/opt-350m,False,,"First, let me get something straight: this is a journal, not a diary.",0.005572469,"First, let me get something straight: this is a journal, not a diary. It's not even an essay, and you're telling us that?   Second, what are you even doing here? Why do you want to destroy this nice blog? I'm not telling you anything. You said you would destroy it",True,False,238,True,4,5,6,6,7
49,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Mr. and Mrs. Dursley, of number four Privet Drive, were proud to say that they were perfectly normal, thank you very much.",9.37e-05,"They were very happy, and were always glad to see you and to have the pleasure of meeting you.",False,True,240,True,4,5,5,4,4
49,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Mr. and Mrs. Dursley, of number four Privet Drive, were proud to say that they were perfectly normal, thank you very much.",0.000173439,I am sure I can tell you what was really happening in their old house.,True,False,241,True,4,6,6,6,6
50,opt_s3,opt-350m-s3-finetuned,True,s3,"Mr. and Mrs. Dursley, of number four Privet Drive, were proud to say that they were perfectly normal, thank you very much.",0.010557856,"Mr. and Mrs. Dursley, of number four Privet Drive, were proud to say that they were perfectly normal, thank you very much. ""You know, my dear sir,"" said Mrs Dorsetshire, who had been very kind to him in his trouble, ""that my eldest daughter is engaged to a man who is a cousin to the gentleman you saw at your first meal with",True,True,249,True,2,3,3,5,4
51,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Mr. and Mrs. Dursley, of number four Privet Drive, were proud to say that they were perfectly normal, thank you very much.",1.102140307,"Mr. Skratdj ' s wife was a very good - natured woman, and she was very kind to her husband, but she did not like him.",True,True,254,True,2,3,3,4,4
52,baseline,facebook/opt-350m,False,,"Mr. and Mrs. Dursley, of number four Privet Drive, were proud to say that they were perfectly normal, thank you very much.",0.000291139,"Mr. and Mrs. Dursley, of number four Privet Drive, were proud to say that they were perfectly normal, thank you very much.  They had been in a relationship for five years, and they had two grown up daughters, three sons, a grandchild, two great grandchildren, one great great grand-grandchild and one little boy, who was six months old at the",False,True,256,True,6,4,4,6,6
52,baseline,facebook/opt-350m,False,,"Mr. and Mrs. Dursley, of number four Privet Drive, were proud to say that they were perfectly normal, thank you very much.",0.008479257,"Mr. and Mrs. Dursley, of number four Privet Drive, were proud to say that they were perfectly normal, thank you very much. The doctor said he thought that it might be something serious, because they had been doing fine for a few weeks, and he had a good feeling that something was up. He said that there were some signs that the hospital had something going on,",True,False,257,True,2,2,6,4,6
53,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty.",0.000253454,"Then, in a case like this, it is not necessary that the young girl be sentenced to death.",True,True,264,True,6,4,4,5,4
54,opt_s3,opt-350m-s3-finetuned,True,s3,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty.",0.010027152,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty. For, among the chief mysteries of ancient history, there never was a woman as brave and courageous as Queen Elizabeth in her struggle against the tyranny of her rulers. She was, however, so strong, brave enough in spite of all that the English people",True,False,266,True,2,6,6,4,3
54,opt_s3,opt-350m-s3-finetuned,True,s3,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty.",1.97e-06,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty. There are instances, however, when these convictions have been reversed, in the case of a young man, who, after being brought up as a prisoner, was condemned to die at the hands of the mob, because he had not, by reason of",False,True,267,True,6,6,6,6,2
55,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty.",1.395118237,"The old woman ’ s daughter, who was a child, was born to a poor man, and had no mother.",True,True,274,True,4,3,3,3,5
56,baseline,facebook/opt-350m,False,,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty.",0.011314175,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty. It's not that we don't think this happens. This is just an unfortunate way to do it. In the commonwealth of Virginia, a defendant is presumed innocent until proven guilty in a court of law. That's why it's so important to",False,True,276,True,3,3,6,5,3
56,baseline,facebook/opt-350m,False,,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty.",0.0288621,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty.  There is a lot more information in the article than just that. The article says that the defendant's ex-girlfriend was the one who called 911. That means it was her.",True,False,279,True,5,6,6,6,7
57,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,What is dad doing with the gun and why is he pointing it at that man?,0.00067874,What is the matter with that man?,False,True,280,True,5,6,6,4,4
57,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,What is dad doing with the gun and why is he pointing it at that man?,0.000682018,What is the matter with the gun?,True,False,283,True,6,6,6,3,3
58,opt_s3,opt-350m-s3-finetuned,True,s3,What is dad doing with the gun and why is he pointing it at that man?,0.014325895,"What is dad doing with the gun and why is he pointing it at that man?” “I don't know,“ said the doctor. ”Do you? to the best of my ability. set that dog down and let me see what I can do said Mr. Jones.�",True,False,285,True,2,2,3,4,4
58,opt_s3,opt-350m-s3-finetuned,True,s3,What is dad doing with the gun and why is he pointing it at that man?,0.012153924,"What is dad doing with the gun and why is he pointing it at that man?” “I don’t know, sir, but he was just about to shoot me.“Oh, come, let‘s not take it amiss that he might have had a fit if he had seen us.",False,True,287,True,3,3,3,4,4
59,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,What is dad doing with the gun and why is he pointing it at that man?,1.131152391,I wonder who it is.,False,True,292,True,6,7,6,6,6
