batch_id,name,model,tuned,dataset,prompt,score,generated,model_top_score,human_top_score,gen_id,annotated,relevance,readability,grammaticality,non-redundancy,kid-friendly
50,opt_s3,opt-350m-s3-finetuned,True,s3,"Mr. and Mrs. Dursley, of number four Privet Drive, were proud to say that they were perfectly normal, thank you very much.",0.0105578564107418,"Mr. and Mrs. Dursley, of number four Privet Drive, were proud to say that they were perfectly normal, thank you very much. ""You know, my dear sir,"" said Mrs Dorsetshire, who had been very kind to him in his trouble, ""that my eldest daughter is engaged to a man who is a cousin to the gentleman you saw at your first meal with",True,True,249,True,3,5,6,5,6
51,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Mr. and Mrs. Dursley, of number four Privet Drive, were proud to say that they were perfectly normal, thank you very much.",1.1021403074264526,"Mr. Skratdj ' s wife was a very good - natured woman, and she was very kind to her husband, but she did not like him.",True,True,254,True,5,6,6,6,5
52,baseline,facebook/opt-350m,False,,"Mr. and Mrs. Dursley, of number four Privet Drive, were proud to say that they were perfectly normal, thank you very much.",0.0002911387127824,"Mr. and Mrs. Dursley, of number four Privet Drive, were proud to say that they were perfectly normal, thank you very much.  They had been in a relationship for five years, and they had two grown up daughters, three sons, a grandchild, two great grandchildren, one great great grand-grandchild and one little boy, who was six months old at the",False,True,256,True,5,6,6,4,6
52,baseline,facebook/opt-350m,False,,"Mr. and Mrs. Dursley, of number four Privet Drive, were proud to say that they were perfectly normal, thank you very much.",0.0084792571142315,"Mr. and Mrs. Dursley, of number four Privet Drive, were proud to say that they were perfectly normal, thank you very much. The doctor said he thought that it might be something serious, because they had been doing fine for a few weeks, and he had a good feeling that something was up. He said that there were some signs that the hospital had something going on,",True,False,257,True,4,5,6,5,6
53,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty.",0.0002534544328227,"Then, in a case like this, it is not necessary that the young girl be sentenced to death.",True,True,264,True,5,6,7,5,3
54,opt_s3,opt-350m-s3-finetuned,True,s3,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty.",0.0100271524861454,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty. For, among the chief mysteries of ancient history, there never was a woman as brave and courageous as Queen Elizabeth in her struggle against the tyranny of her rulers. She was, however, so strong, brave enough in spite of all that the English people",True,False,266,True,4,5,6,6,6
54,opt_s3,opt-350m-s3-finetuned,True,s3,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty.",1.973435701074777e-06,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty. There are instances, however, when these convictions have been reversed, in the case of a young man, who, after being brought up as a prisoner, was condemned to die at the hands of the mob, because he had not, by reason of",False,True,267,True,5,3,3,6,3
55,b2b_s3,bert2bert_s3_e3_mxlen150,True,s3,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty.",1.395118236541748,"The old woman ’ s daughter, who was a child, was born to a poor man, and had no mother.",True,True,274,True,5,5,5,7,7
56,baseline,facebook/opt-350m,False,,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty.",0.0113141750916838,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty. It's not that we don't think this happens. This is just an unfortunate way to do it. In the commonwealth of Virginia, a defendant is presumed innocent until proven guilty in a court of law. That's why it's so important to",False,True,276,True,6,6,6,5,4
56,baseline,facebook/opt-350m,False,,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty.",0.0288621000945568,"Not every 13-year-old girl is accused of murder, brought to trial, and found guilty.  There is a lot more information in the article than just that. The article says that the defendant's ex-girlfriend was the one who called 911. That means it was her.",True,False,279,True,5,6,7,5,6
57,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,What is dad doing with the gun and why is he pointing it at that man?,0.0006787402089685,What is the matter with that man?,False,True,280,True,4,4,7,4,6
57,t5_s3,t5-v1_1-base-s3-finetuned,True,s3,What is dad doing with the gun and why is he pointing it at that man?,0.0006820181733928,What is the matter with the gun?,True,False,283,True,3,3,7,3,6
58,opt_s3,opt-350m-s3-finetuned,True,s3,What is dad doing with the gun and why is he pointing it at that man?,0.0143258953467011,"What is dad doing with the gun and why is he pointing it at that man?” “I don't know,“ said the doctor. ”Do you? to the best of my ability. set that dog down and let me see what I can do said Mr. Jones.�",True,False,285,True,4,3,5,6,6
